"accountName","accountLinkedin","accountUrl","accountDescription","peopleLinkedin","status","initialReason"
"Borr Drilling","https://www.linkedin.com/company/borr-drilling/","http://www.borrdrilling.com","Borr Drilling has developed into a leading international jack-up drilling contractor demonstrating adaptability and a strong operational track record of providing quality, safe and efficient services to the oil and gas industry, worldwide.
 
This is delivered by driven experienced personnel and one of the most modern, youngest, high specification jack-up fleets in the offshore drilling industry, technically capable and operationally flexible and a strong focus on safety, health, the environment, ethics and sustainability.","https://linkedin.com/in/chadly-brell-mabiala-pakoue-34580629","invalid","Proxycurl linkedin does not match account"
"L Catterton","https://www.linkedin.com/company/l-catterton/","http://www.LCatterton.com","Leveraging deep category insight, operational excellence, and a broad network of strategic relationships, L Catterton’s team of more than 200 investment and operating professionals across 17 offices partners with management teams to drive differentiated value creation across its portfolio. Founded in 1989, the firm has made over 250 investments in some of the world’s most iconic consumer brands. For more information about L Catterton, please visit www.lcatterton.com.","https://linkedin.com/in/michaelvineberg","invalid","Proxycurl linkedin does not match account"
"L Catterton","https://www.linkedin.com/company/l-catterton/","http://www.LCatterton.com","Leveraging deep category insight, operational excellence, and a broad network of strategic relationships, L Catterton’s team of more than 200 investment and operating professionals across 17 offices partners with management teams to drive differentiated value creation across its portfolio. Founded in 1989, the firm has made over 250 investments in some of the world’s most iconic consumer brands. For more information about L Catterton, please visit www.lcatterton.com.","https://linkedin.com/in/vincentferat","invalid","Proxycurl linkedin does not match account"
"Meritage Homes","https://www.linkedin.com/company/meritage-homes/","http://www.meritagehomes.com","Some might say it's important to tell you that we've been around since 1985. Or that we've won a slew of awards ranging from Forbes' Platinum 400 Best Big Companies of America to being the recipient of Texas' Builder of the Year five times, or being named ENERGY STAR® Partner of the Year. But we're about practicality and doing things that actually make a difference in your life and the way you live.

For instance, you're probably a lot more interested in knowing that Meritage builds new, beautifully designed, energy-efficient homes that can save you as much as 50% on your utility bills.* Or, that we were the first national top 10 homebuilder to have every home we build be 100% ENERGY STAR certified. That means it saves you energy and money.

With more than 100,000 homes built, our focus, since day one, has been to build incredible new homes and communities in prime locations for fantastic prices. We build them for real people: People with families and those without; people with everyday, busy lives, and those who are now enjoying a more relaxed lifestyle. But more than anything, we build energy-efficient homes and communities for people who appreciate a home being built the way it can, and should, be built. For you it means having a new home that comes standard with ENERGY STAR features that save money and energy, month after month, at no extra cost to you.

Our MISSION STATEMENT:
To design and build homes that are innovative,
built with care and superior craftsmanship,
which deliver enduring value.

To create an exceptional experience for
our customers and employees through an
environment of growth, collaboration and fun.","https://linkedin.com/in/sarah-orozco-trammell-b42234133","invalid","proxycurl scraping error"
"MathWorks","https://www.linkedin.com/company/the-mathworks_2/","http://mathworks.com","MathWorks is the leading developer of mathematical computing software. Engineers and scientists worldwide rely on its products to accelerate the pace of discovery, innovation, and development. MATLAB, the language of technical computing, is a programming environment for algorithm development, data analysis, visualization, and numeric computation. Simulink is a graphical environment for simulation and Model-Based Design for multidomain dynamic and embedded systems. MATLAB and Simulink are also fundamental teaching and research tools in the world's universities and learning institutions. Founded in 1984, MathWorks employs more than 5000 people in 16 countries, with headquarters in Natick, Massachusetts, USA.","https://linkedin.com/in/andrew-li-751b80249","invalid","proxycurl scraping error"
"MYOB","https://www.linkedin.com/company/myob/","http://myob.com","Whether you're just starting out, or run an established enterprise, you can manage your entire business with MYOB.

One business management platform, with all your key workflows – from finance and supply chain, to employee and project management – MYOB saves you time and money.

Wherever your business is headed, MYOB adapts to meet your changing needs. Whilst providing the visibility and confidence you need to make better, more informed decisions.

Unleash your business’s potential, with MYOB.","https://linkedin.com/in/sarah-c-lake-95233678","invalid","proxycurl scraping error"
"Montagu","https://www.linkedin.com/company/montagupe/","http://www.montagu.com","Finding and growing businesses that make the world work. 

With a total focus on the mid-market and deep experience in healthcare and tech enablement of essential businesses, Montagu brings proven growth capabilities to help companies achieve their ambitions and unlock the full potential of their business. 

Partnership with the management team is critical - we support management through each stage of the deal process and provide as much resource as required to make the investment work. We welcome early dialogue with CEOs to better understand their aspirations.","https://linkedin.com/in/adam-caesari-a08b5536","invalid","proxycurl scraping error"
"CBRE","https://www.linkedin.com/company/cbre/","http://www.cbre.com","Operating across every dimension of commercial real estate, CBRE sees more so you can do more.","https://linkedin.com/in/marko-butorac-039b30aa","invalid","No proxycurl linkedin profile"
"CBRE","https://www.linkedin.com/company/cbre/","http://www.cbre.com","Operating across every dimension of commercial real estate, CBRE sees more so you can do more.","https://linkedin.com/in/ahmed-usman-award-winner","invalid","Proxycurl linkedin does not match account"
"Pacific Equity Partners","https://www.linkedin.com/company/pacific-equity-partners/","http://www.pep.com.au","Established in 1998, Pacific Equity Partners (PEP) invests through control positions in leading Australian and New Zealand based companies, typically with enterprise values in the range of A$200M-A$1B+. Operating company management teams are supported with focused governance, capital and resources in order to achieve full potential. 
  
The firm has approximately A$5B in assets under management. It is the largest Private Markets fund manager in Australasia as measured by FUA. 

The team has over 300 collective years of experience in consulting, performance management and acquisitions based on a stable apprenticeship model.

PEP has made 34 operating company investments and over 100 bolts-ons and joint venture acquisitions at the company level. PEP has managed ~A$9B of equity funds over the last 20 years and closed PEP Fund VI in July 2020, and the Secure Assets Fund in June 2020. Recent investments have included industrial, energy, food, consumer products, healthcare, entertainment/media, pharmaceuticals and financial services businesses which have employed over 50,000 people.  
    
PEP has been among the best performers in the private equity industry worldwide. The firm has also been recognised with various awards, including Firm of the Year, Best LBO Deal of the Year and Australian Private Equity Firm of the Year and an AVCJ Responsible Investing Award (2018),  AIC Investing for Growth Award (2019),AVCJ Exit of the Year – Mid Cap (2019) for Manuka Health, and Mergermarket Australia M&A PE Deal of the Year for Zenith Energy (2020). 

PEP offers a Workplace Giving Program, allowing employees to donate to charities of their choice from their pre-tax pay, which provides an efficient model for both donors and their recipient charitable organisations.","https://linkedin.com/in/jake-haines-37707a38","invalid","proxycurl scraping error"
"Pacific Equity Partners","https://www.linkedin.com/company/pacific-equity-partners/","http://www.pep.com.au","Established in 1998, Pacific Equity Partners (PEP) invests through control positions in leading Australian and New Zealand based companies, typically with enterprise values in the range of A$200M-A$1B+. Operating company management teams are supported with focused governance, capital and resources in order to achieve full potential. 
  
The firm has approximately A$5B in assets under management. It is the largest Private Markets fund manager in Australasia as measured by FUA. 

The team has over 300 collective years of experience in consulting, performance management and acquisitions based on a stable apprenticeship model.

PEP has made 34 operating company investments and over 100 bolts-ons and joint venture acquisitions at the company level. PEP has managed ~A$9B of equity funds over the last 20 years and closed PEP Fund VI in July 2020, and the Secure Assets Fund in June 2020. Recent investments have included industrial, energy, food, consumer products, healthcare, entertainment/media, pharmaceuticals and financial services businesses which have employed over 50,000 people.  
    
PEP has been among the best performers in the private equity industry worldwide. The firm has also been recognised with various awards, including Firm of the Year, Best LBO Deal of the Year and Australian Private Equity Firm of the Year and an AVCJ Responsible Investing Award (2018),  AIC Investing for Growth Award (2019),AVCJ Exit of the Year – Mid Cap (2019) for Manuka Health, and Mergermarket Australia M&A PE Deal of the Year for Zenith Energy (2020). 

PEP offers a Workplace Giving Program, allowing employees to donate to charities of their choice from their pre-tax pay, which provides an efficient model for both donors and their recipient charitable organisations.","https://linkedin.com/in/david-emmanuel-9320b3115","invalid","Proxycurl linkedin does not match account"
"New Belgium Brewing","https://www.linkedin.com/company/new-belgium-brewing-company/","https://www.newbelgium.com/","New Belgium Brewing was founded in 1991 in Fort Collins, Colo., by Kim Jordan, a social worker, who built her company the only way a social worker would: People first. Over the past three decades, New Belgium has turned that ethos into a unique “human-powered” business model through practices that were and still are rare in the business world: fully paid healthcare premiums for all coworkers, paying a living wage, open-book management, renewable energy sourcing, a free onsite medical clinic and physician, a deep commitment to philanthropy and advocacy, and much more. With expansions to Asheville, N.C., in 2016; Denver, Colo., in 2018; San Francisco in 2021; and the 2021 acquisition of Bell’s Brewery, based in Kalamazoo, Mich., this people-centric model has led New Belgium to become arguably the most popular and fastest-growing American craft brewer today. New Belgium is famous for its flagship beer, Fat Tire Amber Ale; year-round favorites like Voodoo Ranger IPA (America’s #1 IPA brand), Dominga Mimosa Sour, and La Folie Sour Brown Ale; and an award-winning wood-aged sour program and innovative limited release beers.","https://linkedin.com/in/clcsimmons","invalid","No proxycurl linkedin profile"
"ADEY","https://www.linkedin.com/company/adeyinnovation/","http://www.adey.com","ADEY is working towards a future where every heating and cooling system is protected from corrosion; saving money, energy and time across the globe. 

We’ve made it our mission to eliminate the headache of system breakdowns for everyone and our approach is being adopted by installers and heating engineers around the world. 

At the forefront of pioneering technology to protect and maintain systems of all shapes and sizes, we provide innovative products and solutions for all types of commercial and domestic buildings in the UK, France, the DACH region, Norway, North America, Canada and China – and we are still growing. 

ADEY’s industry leading approach to system maintenance best practice is supported by a comprehensive range of magnetic filters and water treatment chemicals, UKAS accredited laboratory and water testing services. Our best-selling range of MagnaClean filters have been installed in more than four million UK homes alone. 

We are multi-award winning, including three prestigious Queen’s Awards for Enterprise in Innovation and numerous industry accolades. 

To find out more visit www.adey.com or follow us on Instagram, YouTube and LinkedIn.","https://linkedin.com/in/jonathan-griffiths-a9014812","invalid","No proxycurl linkedin profile"
"ADEY","https://www.linkedin.com/company/adeyinnovation/","http://www.adey.com","ADEY is working towards a future where every heating and cooling system is protected from corrosion; saving money, energy and time across the globe. 

We’ve made it our mission to eliminate the headache of system breakdowns for everyone and our approach is being adopted by installers and heating engineers around the world. 

At the forefront of pioneering technology to protect and maintain systems of all shapes and sizes, we provide innovative products and solutions for all types of commercial and domestic buildings in the UK, France, the DACH region, Norway, North America, Canada and China – and we are still growing. 

ADEY’s industry leading approach to system maintenance best practice is supported by a comprehensive range of magnetic filters and water treatment chemicals, UKAS accredited laboratory and water testing services. Our best-selling range of MagnaClean filters have been installed in more than four million UK homes alone. 

We are multi-award winning, including three prestigious Queen’s Awards for Enterprise in Innovation and numerous industry accolades. 

To find out more visit www.adey.com or follow us on Instagram, YouTube and LinkedIn.","https://linkedin.com/in/david-greenway-9b249125","invalid","Proxycurl linkedin does not match account"
"New Belgium Brewing","https://www.linkedin.com/company/new-belgium-brewing-company/","https://www.newbelgium.com/","New Belgium Brewing was founded in 1991 in Fort Collins, Colo., by Kim Jordan, a social worker, who built her company the only way a social worker would: People first. Over the past three decades, New Belgium has turned that ethos into a unique “human-powered” business model through practices that were and still are rare in the business world: fully paid healthcare premiums for all coworkers, paying a living wage, open-book management, renewable energy sourcing, a free onsite medical clinic and physician, a deep commitment to philanthropy and advocacy, and much more. With expansions to Asheville, N.C., in 2016; Denver, Colo., in 2018; San Francisco in 2021; and the 2021 acquisition of Bell’s Brewery, based in Kalamazoo, Mich., this people-centric model has led New Belgium to become arguably the most popular and fastest-growing American craft brewer today. New Belgium is famous for its flagship beer, Fat Tire Amber Ale; year-round favorites like Voodoo Ranger IPA (America’s #1 IPA brand), Dominga Mimosa Sour, and La Folie Sour Brown Ale; and an award-winning wood-aged sour program and innovative limited release beers.","https://linkedin.com/in/shauna-cobb-phr-shrm-cp-2a394743","invalid","proxycurl scraping error"
"New Belgium Brewing","https://www.linkedin.com/company/new-belgium-brewing-company/","https://www.newbelgium.com/","New Belgium Brewing was founded in 1991 in Fort Collins, Colo., by Kim Jordan, a social worker, who built her company the only way a social worker would: People first. Over the past three decades, New Belgium has turned that ethos into a unique “human-powered” business model through practices that were and still are rare in the business world: fully paid healthcare premiums for all coworkers, paying a living wage, open-book management, renewable energy sourcing, a free onsite medical clinic and physician, a deep commitment to philanthropy and advocacy, and much more. With expansions to Asheville, N.C., in 2016; Denver, Colo., in 2018; San Francisco in 2021; and the 2021 acquisition of Bell’s Brewery, based in Kalamazoo, Mich., this people-centric model has led New Belgium to become arguably the most popular and fastest-growing American craft brewer today. New Belgium is famous for its flagship beer, Fat Tire Amber Ale; year-round favorites like Voodoo Ranger IPA (America’s #1 IPA brand), Dominga Mimosa Sour, and La Folie Sour Brown Ale; and an award-winning wood-aged sour program and innovative limited release beers.","https://linkedin.com/in/steve-fechheimer-346934","invalid","No proxycurl linkedin profile"
"PayPal","https://www.linkedin.com/company/paypal/","https://www.paypal.com/us/home","We're championing possibilities for all by making money fast, easy, and more enjoyable. Our hope is unlock opportunities for people in their everyday lives and empower the millions of people and businesses around the world who trust, rely, and use PayPal every day. 

For customer service, find us on Twitter at AskPayPal. https://twitter.com/AskPayPal

For employment opportunities, check out our job openings in the 'Jobs' tab. We're an equal opportunity employer that welcomes diversity, and offer generous benefits to help you thrive at work and in your free time.","https://linkedin.com/in/m-bzr-101860195","invalid","proxycurl scraping error"
"PayPal","https://www.linkedin.com/company/paypal/","https://www.paypal.com/us/home","We're championing possibilities for all by making money fast, easy, and more enjoyable. Our hope is unlock opportunities for people in their everyday lives and empower the millions of people and businesses around the world who trust, rely, and use PayPal every day. 

For customer service, find us on Twitter at AskPayPal. https://twitter.com/AskPayPal

For employment opportunities, check out our job openings in the 'Jobs' tab. We're an equal opportunity employer that welcomes diversity, and offer generous benefits to help you thrive at work and in your free time.","https://linkedin.com/in/purna-chandra-53677b197","invalid","proxycurl scraping error"
"PayPal","https://www.linkedin.com/company/paypal/","https://www.paypal.com/us/home","We're championing possibilities for all by making money fast, easy, and more enjoyable. Our hope is unlock opportunities for people in their everyday lives and empower the millions of people and businesses around the world who trust, rely, and use PayPal every day. 

For customer service, find us on Twitter at AskPayPal. https://twitter.com/AskPayPal

For employment opportunities, check out our job openings in the 'Jobs' tab. We're an equal opportunity employer that welcomes diversity, and offer generous benefits to help you thrive at work and in your free time.","https://linkedin.com/in/shorif-hasan-1ab890222","invalid","proxycurl scraping error"
"PayPal","https://www.linkedin.com/company/paypal/","https://www.paypal.com/us/home","We're championing possibilities for all by making money fast, easy, and more enjoyable. Our hope is unlock opportunities for people in their everyday lives and empower the millions of people and businesses around the world who trust, rely, and use PayPal every day. 

For customer service, find us on Twitter at AskPayPal. https://twitter.com/AskPayPal

For employment opportunities, check out our job openings in the 'Jobs' tab. We're an equal opportunity employer that welcomes diversity, and offer generous benefits to help you thrive at work and in your free time.","https://linkedin.com/in/rohit-gehlot-151137111","invalid","proxycurl scraping error"
"Hemlock Printers","https://www.linkedin.com/company/hemlock-printers/","http://www.hemlock.com","North America’s top brands trust Hemlock for their printing needs. We deliver superior results through expert craftsmanship, advanced technology and sustainable print practices, with locations in Vancouver BC, Seattle WA, and San Francisco CA.

Our 80,000 square foot printing facility houses five Heidelberg sheed-fed conventional and UV presses, two HP Indigo Digital Presses and a full-service bindery, producing a diverse array of products including marketing materials, publications, books, corporate communications and fine art prints.

Hemlock’s talented team stays true to the company’s fundamental values of quality and innovation.","https://linkedin.com/in/dick-kouwenhoven-a6706b17","invalid","proxycurl scraping error"
"Athletic Greens","https://www.linkedin.com/company/athletic-greens/","https://athleticgreens.com","Built around our mission, we started Athletic Greens more than a decade ago as a way to bring comprehensive and convenient daily nutrition to just about everybody. Originators of the Essentialist Nutrition movement, our philosophy is to focus on a very small number of products based on what the latest science indicates is essential to human health.

AG1 is made from the highest quality ingredients, in accordance with the strictest standards and obsessively improved based on the latest science. 75 vitamins, minerals, and whole-food sourced nutrients in one convenient daily serving. Optimized for athletes, lifeletes, and everyone in between. Vegan, Paleo, and Keto-friendly. One scoop or travel packet, 8 ounces of water. Every day. That's it.","https://linkedin.com/in/jessica-barwinski-phr-abb4b254","invalid","proxycurl scraping error"
"Advent International","https://www.linkedin.com/company/advent-international/","http://www.adventinternational.com","Founded in 1984, Advent International is one of the largest and most experienced global private equity investors. The firm has invested in over 405 private equity investments across 42 countries, and as of September 30, 2022, had $89 billion in assets under management. With 15 offices in 12 countries, Advent has established a globally integrated team of over 290 private equity investment professionals across North America, Europe, Latin America and Asia. The firm focuses on investments in five core sectors, including business and financial services; health care; industrial; retail, consumer and leisure; and technology. After more than 35 years dedicated to international investing, Advent remains committed to partnering with management teams to deliver sustained revenue and earnings growth for its portfolio companies.","https://linkedin.com/in/heather-kennedy-miner-cfa-12a1928a","invalid","proxycurl scraping error"
"Pendal Group","https://www.linkedin.com/company/pendal-group/","https://www.pendalgroup.com/","Pendal Group is an independent global investment manager focused on delivering superior investment through active management and responsible investing.

Pendal manages A$135.7 billion in FUM (at Dec 31, 2021) through J O Hambro UK, Europe & Asia; JOHCM USA; TSW; Pendal Australia and Regnan.

Pendal operates a multi-boutique style business across a global marketplace through a meritocratic investment-led culture. Its experienced, long-tenured fund managers have the autonomy to offer a broad range of investment strategies with high conviction based on an investment philosophy that fosters success from a diversity of insights and investment approaches.

Listed on the ASX since 2007 (ASX:PDL), the company has offices in Sydney, Melbourne, London, Prague, Singapore, New York, Boston and Berwyn.","https://linkedin.com/in/lucy-hughes-41300632","invalid","No proxycurl linkedin profile"
"Pendal Group","https://www.linkedin.com/company/pendal-group/","https://www.pendalgroup.com/","Pendal Group is an independent global investment manager focused on delivering superior investment through active management and responsible investing.

Pendal manages A$135.7 billion in FUM (at Dec 31, 2021) through J O Hambro UK, Europe & Asia; JOHCM USA; TSW; Pendal Australia and Regnan.

Pendal operates a multi-boutique style business across a global marketplace through a meritocratic investment-led culture. Its experienced, long-tenured fund managers have the autonomy to offer a broad range of investment strategies with high conviction based on an investment philosophy that fosters success from a diversity of insights and investment approaches.

Listed on the ASX since 2007 (ASX:PDL), the company has offices in Sydney, Melbourne, London, Prague, Singapore, New York, Boston and Berwyn.","https://linkedin.com/in/claudia-henderson-she-her-hers-4388a26","invalid","proxycurl scraping error"
"Pendal Group","https://www.linkedin.com/company/pendal-group/","https://www.pendalgroup.com/","Pendal Group is an independent global investment manager focused on delivering superior investment through active management and responsible investing.

Pendal manages A$135.7 billion in FUM (at Dec 31, 2021) through J O Hambro UK, Europe & Asia; JOHCM USA; TSW; Pendal Australia and Regnan.

Pendal operates a multi-boutique style business across a global marketplace through a meritocratic investment-led culture. Its experienced, long-tenured fund managers have the autonomy to offer a broad range of investment strategies with high conviction based on an investment philosophy that fosters success from a diversity of insights and investment approaches.

Listed on the ASX since 2007 (ASX:PDL), the company has offices in Sydney, Melbourne, London, Prague, Singapore, New York, Boston and Berwyn.","https://linkedin.com/in/marianne-wirtz-bb69ab79","invalid","Proxycurl linkedin does not match account"
"Pendal Group","https://www.linkedin.com/company/pendal-group/","https://www.pendalgroup.com/","Pendal Group is an independent global investment manager focused on delivering superior investment through active management and responsible investing.

Pendal manages A$135.7 billion in FUM (at Dec 31, 2021) through J O Hambro UK, Europe & Asia; JOHCM USA; TSW; Pendal Australia and Regnan.

Pendal operates a multi-boutique style business across a global marketplace through a meritocratic investment-led culture. Its experienced, long-tenured fund managers have the autonomy to offer a broad range of investment strategies with high conviction based on an investment philosophy that fosters success from a diversity of insights and investment approaches.

Listed on the ASX since 2007 (ASX:PDL), the company has offices in Sydney, Melbourne, London, Prague, Singapore, New York, Boston and Berwyn.","https://linkedin.com/in/ashjaswal","invalid","No proxycurl linkedin profile"
"Asana","https://www.linkedin.com/company/asana/","http://asana.com/","Asana helps teams orchestrate their work, from small projects to strategic initiatives. Headquartered in San Francisco, CA, Asana has more than 131,000 paying customers and millions of free organizations across 190 countries. Global customers such as Amazon, Japan Airlines, Sky, and Affirm rely on Asana to manage everything from company objectives to digital transformation to product launches and marketing campaigns. For more information, visit www.asana.com.","https://linkedin.com/in/krista-plano","invalid","No proxycurl linkedin profile"
"Perimeter Protection Group","https://www.linkedin.com/company/perimeter-protection-group./","https://www.perimeterprotection.net/solutions/","As a global leading manufacturer of products and systems for perimeter security we offer our customers solutions for a variety of areas. With over 65 years of experience, companies in five countries and worldwide distributors it is our aim to offer everything from one source - from individual products through to complete security concepts. 

We meet the highest demands - this is our promise to our customers!

Our worldwide operating partner-network ensures that we can meet all our customers’ needs with flexibility and professionalism achieving customer proximity combined with short response times. We likewise cultivate our  contacts  to distributors, contractors as well as end customers who require high-security protection. 

Acknowledging the increased need for perimeter protection around sensitive buildings we are offering international key account management  to  identify    site - specific customer needs and work out how to best meet all customer requirements.    

We prove the continuous quality and especially the mandatory safety of our products always with appropriate certifications to ensure reliable security for our customers. 

Therefore all electrically operated gates meet the latest European safety standards including DIN EN 13241-1 and following  and are also type tested by German TUV.  We are proud of the high quality, security and safety of our products and therefore protect them by registered trademarks.

Perimeter protection made in Germany!","https://linkedin.com/in/grunwald-thorsten-a7a3a55b","invalid","proxycurl scraping error"
"Porthaven Care Homes","https://www.linkedin.com/company/porthaven-care-homes-llp/","https://www.porthaven.co.uk","Porthaven is a growing, independent, care home company building and operating market leading care homes which are run with integrity and care.","https://linkedin.com/in/katarina-parr-6a054817","invalid","proxycurl scraping error"
"DICKS Sporting Goods","https://www.linkedin.com/company/dick's-sporting-goods/","http://www.dickssportinggoods.jobs/","YOU LIVE AND BREATHE SPORTS.  SO DO WE.

In work and in life. On the field, the court or the ice. Nothing wins like a commitment to excellence; to your team and your goals. At DICK’S Sporting Goods, it’s this kind of thinking that inspires our mission.

Our culture is the result of people who give their all and always have their head in the game. People who are Passionate, Committed, Skilled and Driven to help athletes – and one another – achieve their personal best. That includes sharing our success to fund local teams, coaches and mentors.

Sports can shape who we are and who we’re becoming. They can build character, transform communities and change lives. Our recognition of the power of sports creates a sense of purpose that empowers us to perform at the highest level for the athletes and communities we serve.

If you love sports as much as we do, join us now. Opportunities exist at our 800+ Retail Stores, 5 Distribution Centers, and Corporate/Customer Support Center in Pittsburgh. Apply online at: DicksSportingGoods.jobs

Headquartered in Pittsburgh, DICK'S also owns and operates Golf Galaxy and Field & Stream specialty stores, as well as GameChanger, a youth sports mobile app for scheduling, communications, live scorekeeping and video streaming. DICK'S offers its products through a dynamic eCommerce platform that is integrated with its store network and provides athletes with the convenience and expertise of a 24-hour storefront. 

To learn more about DICK'S visit our:
Investor Relations Page: investors.dicks.com
Check Out Our Sideline Report: investors.dicks.com/news/sideline-report
Search & Apply for Jobs: dicks.com/jobs","https://linkedin.com/in/teresa-antonucci-39807a27","invalid","Proxycurl linkedin does not match account"
"DICKS Sporting Goods","https://www.linkedin.com/company/dick's-sporting-goods/","http://www.dickssportinggoods.jobs/","YOU LIVE AND BREATHE SPORTS.  SO DO WE.

In work and in life. On the field, the court or the ice. Nothing wins like a commitment to excellence; to your team and your goals. At DICK’S Sporting Goods, it’s this kind of thinking that inspires our mission.

Our culture is the result of people who give their all and always have their head in the game. People who are Passionate, Committed, Skilled and Driven to help athletes – and one another – achieve their personal best. That includes sharing our success to fund local teams, coaches and mentors.

Sports can shape who we are and who we’re becoming. They can build character, transform communities and change lives. Our recognition of the power of sports creates a sense of purpose that empowers us to perform at the highest level for the athletes and communities we serve.

If you love sports as much as we do, join us now. Opportunities exist at our 800+ Retail Stores, 5 Distribution Centers, and Corporate/Customer Support Center in Pittsburgh. Apply online at: DicksSportingGoods.jobs

Headquartered in Pittsburgh, DICK'S also owns and operates Golf Galaxy and Field & Stream specialty stores, as well as GameChanger, a youth sports mobile app for scheduling, communications, live scorekeeping and video streaming. DICK'S offers its products through a dynamic eCommerce platform that is integrated with its store network and provides athletes with the convenience and expertise of a 24-hour storefront. 

To learn more about DICK'S visit our:
Investor Relations Page: investors.dicks.com
Check Out Our Sideline Report: investors.dicks.com/news/sideline-report
Search & Apply for Jobs: dicks.com/jobs","https://linkedin.com/in/christopher-ross-68955824","invalid","Proxycurl linkedin does not match account"
"DICKS Sporting Goods","https://www.linkedin.com/company/dick's-sporting-goods/","http://www.dickssportinggoods.jobs/","YOU LIVE AND BREATHE SPORTS.  SO DO WE.

In work and in life. On the field, the court or the ice. Nothing wins like a commitment to excellence; to your team and your goals. At DICK’S Sporting Goods, it’s this kind of thinking that inspires our mission.

Our culture is the result of people who give their all and always have their head in the game. People who are Passionate, Committed, Skilled and Driven to help athletes – and one another – achieve their personal best. That includes sharing our success to fund local teams, coaches and mentors.

Sports can shape who we are and who we’re becoming. They can build character, transform communities and change lives. Our recognition of the power of sports creates a sense of purpose that empowers us to perform at the highest level for the athletes and communities we serve.

If you love sports as much as we do, join us now. Opportunities exist at our 800+ Retail Stores, 5 Distribution Centers, and Corporate/Customer Support Center in Pittsburgh. Apply online at: DicksSportingGoods.jobs

Headquartered in Pittsburgh, DICK'S also owns and operates Golf Galaxy and Field & Stream specialty stores, as well as GameChanger, a youth sports mobile app for scheduling, communications, live scorekeeping and video streaming. DICK'S offers its products through a dynamic eCommerce platform that is integrated with its store network and provides athletes with the convenience and expertise of a 24-hour storefront. 

To learn more about DICK'S visit our:
Investor Relations Page: investors.dicks.com
Check Out Our Sideline Report: investors.dicks.com/news/sideline-report
Search & Apply for Jobs: dicks.com/jobs","https://linkedin.com/in/greg-carlucci-599b157","invalid","Proxycurl linkedin does not match account"
"DICKS Sporting Goods","https://www.linkedin.com/company/dick's-sporting-goods/","http://www.dickssportinggoods.jobs/","YOU LIVE AND BREATHE SPORTS.  SO DO WE.

In work and in life. On the field, the court or the ice. Nothing wins like a commitment to excellence; to your team and your goals. At DICK’S Sporting Goods, it’s this kind of thinking that inspires our mission.

Our culture is the result of people who give their all and always have their head in the game. People who are Passionate, Committed, Skilled and Driven to help athletes – and one another – achieve their personal best. That includes sharing our success to fund local teams, coaches and mentors.

Sports can shape who we are and who we’re becoming. They can build character, transform communities and change lives. Our recognition of the power of sports creates a sense of purpose that empowers us to perform at the highest level for the athletes and communities we serve.

If you love sports as much as we do, join us now. Opportunities exist at our 800+ Retail Stores, 5 Distribution Centers, and Corporate/Customer Support Center in Pittsburgh. Apply online at: DicksSportingGoods.jobs

Headquartered in Pittsburgh, DICK'S also owns and operates Golf Galaxy and Field & Stream specialty stores, as well as GameChanger, a youth sports mobile app for scheduling, communications, live scorekeeping and video streaming. DICK'S offers its products through a dynamic eCommerce platform that is integrated with its store network and provides athletes with the convenience and expertise of a 24-hour storefront. 

To learn more about DICK'S visit our:
Investor Relations Page: investors.dicks.com
Check Out Our Sideline Report: investors.dicks.com/news/sideline-report
Search & Apply for Jobs: dicks.com/jobs","https://linkedin.com/in/nathan-melhorn-cpa-46866994","invalid","Proxycurl linkedin does not match account"
"DICKS Sporting Goods","https://www.linkedin.com/company/dick's-sporting-goods/","http://www.dickssportinggoods.jobs/","YOU LIVE AND BREATHE SPORTS.  SO DO WE.

In work and in life. On the field, the court or the ice. Nothing wins like a commitment to excellence; to your team and your goals. At DICK’S Sporting Goods, it’s this kind of thinking that inspires our mission.

Our culture is the result of people who give their all and always have their head in the game. People who are Passionate, Committed, Skilled and Driven to help athletes – and one another – achieve their personal best. That includes sharing our success to fund local teams, coaches and mentors.

Sports can shape who we are and who we’re becoming. They can build character, transform communities and change lives. Our recognition of the power of sports creates a sense of purpose that empowers us to perform at the highest level for the athletes and communities we serve.

If you love sports as much as we do, join us now. Opportunities exist at our 800+ Retail Stores, 5 Distribution Centers, and Corporate/Customer Support Center in Pittsburgh. Apply online at: DicksSportingGoods.jobs

Headquartered in Pittsburgh, DICK'S also owns and operates Golf Galaxy and Field & Stream specialty stores, as well as GameChanger, a youth sports mobile app for scheduling, communications, live scorekeeping and video streaming. DICK'S offers its products through a dynamic eCommerce platform that is integrated with its store network and provides athletes with the convenience and expertise of a 24-hour storefront. 

To learn more about DICK'S visit our:
Investor Relations Page: investors.dicks.com
Check Out Our Sideline Report: investors.dicks.com/news/sideline-report
Search & Apply for Jobs: dicks.com/jobs","https://linkedin.com/in/dustin-leader-63143a43","invalid","Proxycurl linkedin does not match account"
